Open time,Open,High,Low,Close,Volume,Quote volume,Trade count,Taker base volume,Taker quote volume
2023-06-01 00:00:00+00:00,27210.36,27238.96,27210.35,27234.32,125.12187,3406370.418245,2375,57.45673,1564205.8085806
2023-06-01 00:05:00+00:00,27234.31,27246.5,27198.0,27241.68,147.97599,4027460.0180979,2901,61.51867,1674511.618439
2023-06-01 00:10:00+00:00,27241.68,27350.0,27241.68,27318.11,570.23601,15572861.8136141,8607,319.47258,8723454.2461591
2023-06-01 00:15:00+00:00,27318.11,27338.8,27287.8,27287.8,159.26643,4350564.3427546,3806,75.27931,2056285.5598417
2023-06-01 00:20:00+00:00,27287.8,27324.63,27287.8,27300.99,135.09665,3688848.9920246,3006,61.70333,1684837.6405145
2023-06-01 00:25:00+00:00,27300.99,27307.35,27281.26,27281.27,153.61253,4193186.7799743,2202,86.12268,2350984.7384518
2023-06-01 00:30:00+00:00,27281.26,27297.2,27186.05,27186.05,271.13342,7381517.7816065,6587,86.17588,2345898.9162973
2023-06-01 00:35:00+00:00,27186.06,27188.89,27065.84,27131.68,465.34481,12623390.516098,10376,210.47155,5708431.1600397
2023-06-01 00:40:00+00:00,27131.69,27143.78,27085.73,27111.73,195.71969,5305948.7255707,4602,90.90131,2464231.3918275
2023-06-01 00:45:00+00:00,27111.73,27111.73,27053.15,27071.36,189.80144,5139016.7032501,5437,96.16158,2603341.6090474
2023-06-01 00:50:00+00:00,27071.36,27106.4,27050.0,27050.77,163.98341,4439968.8189148,3587,64.87535,1756671.3883105
2023-06-01 00:55:00+00:00,27050.77,27065.86,27023.35,27065.77,195.53218,5287972.944661,4399,94.87428,2565688.0170296
2023-06-01 01:00:00+00:00,27065.76,27100.0,27059.74,27099.99,105.23128,2849131.0987646,2660,55.92904,1514303.7131841
2023-06-01 01:05:00+00:00,27100.0,27112.12,27092.59,27111.8,145.19208,3935148.408801,2423,53.80231,1458184.8924676
2023-06-01 01:10:00+00:00,27111.8,27145.52,27111.69,27126.4,130.32,3535742.9277478,2469,63.31611,1717679.83685
2023-06-01 01:15:00+00:00,27126.41,27139.62,27100.0,27126.16,136.93649,3713673.055804,2172,73.77235,2000349.8630174
2023-06-01 01:20:00+00:00,27126.16,27134.28,27120.36,27129.99,142.42233,3863405.4069846,1808,77.38307,2098894.3352443
2023-06-01 01:25:00+00:00,27130.0,27142.48,27097.05,27140.9,149.2328,4048499.1118216,2832,59.77634,1621748.7127795
2023-06-01 01:30:00+00:00,27140.89,27155.0,27137.0,27147.71,137.72121,3738582.7190202,2556,73.89889,2006034.1353997
2023-06-01 01:35:00+00:00,27147.71,27165.47,27140.36,27152.06,161.48659,4384614.2397922,2465,76.29755,2071465.3237636
2023-06-01 01:40:00+00:00,27152.62,27153.29,27112.95,27118.33,141.82058,3848774.2659167,2608,20.91603,567591.2383097
2023-06-01 01:45:00+00:00,27118.33,27157.61,27111.11,27118.06,218.61333,5930830.1867566,3544,73.23518,1986807.5001136
2023-06-01 01:50:00+00:00,27118.07,27118.07,27075.26,27107.94,198.83378,5387907.0881069,3294,107.23247,2905632.5540713
2023-06-01 01:55:00+00:00,27107.95,27107.95,27078.56,27078.56,117.66156,3188072.2325969,2028,24.20677,655728.3019141
2023-06-01 02:00:00+00:00,27078.56,27084.78,27060.0,27065.01,81.75363,2212980.5523894,1882,38.39184,1039141.021455
2023-06-01 02:05:00+00:00,27065.02,27075.66,27047.11,27075.65,103.53744,2801463.1594795,2166,35.37893,957389.5766225
2023-06-01 02:10:00+00:00,27075.66,27083.76,27057.2,27057.39,145.63202,3942918.5869755,1973,40.83252,1105361.9420469
2023-06-01 02:15:00+00:00,27057.39,27071.69,27057.2,27058.86,45.47978,1230819.694505,1484,13.94089,377265.4732507
2023-06-01 02:20:00+00:00,27058.86,27081.89,27041.28,27072.28,89.83275,2430803.397117,2264,41.56533,1124759.2509894
2023-06-01 02:25:00+00:00,27072.29,27077.37,27065.88,27076.68,35.61795,964285.8588194,1152,17.45507,472556.0829157
2023-06-01 02:30:00+00:00,27076.67,27114.16,27076.67,27104.32,69.14051,1873738.2251554,1939,28.81888,780819.342847
2023-06-01 02:35:00+00:00,27104.31,27104.32,27082.58,27082.58,50.68112,1373323.0261712,1321,6.32753,171449.5354114
2023-06-01 02:40:00+00:00,27082.58,27082.59,27035.98,27039.04,70.97291,1920286.2646253,2306,13.29463,359668.7980231
2023-06-01 02:45:00+00:00,27039.05,27043.72,26800.0,26821.07,869.10034,23392019.6977019,16483,305.07101,8208770.8333187
2023-06-01 02:50:00+00:00,26821.06,26821.07,26640.0,26711.06,1754.26448,46874425.8413744,24758,764.32749,20422999.9166355
2023-06-01 02:55:00+00:00,26711.06,26741.96,26642.26,26719.26,459.36581,12264487.1799229,8717,247.03569,6595246.1143643
2023-06-01 03:00:00+00:00,26719.26,26749.99,26605.05,26675.6,666.07059,17770522.2887993,10507,301.4602,8042728.0471078
2023-06-01 03:05:00+00:00,26675.61,26723.71,26640.51,26719.9,296.88504,7924208.8382551,7081,144.94628,3868487.3293906
2023-06-01 03:10:00+00:00,26719.91,26768.56,26717.98,26763.71,346.64773,9270303.1332298,5566,197.3423,5277882.8581076
2023-06-01 03:15:00+00:00,26763.71,26820.0,26761.55,26813.34,174.17961,4665623.5488552,4756,120.44461,3226400.9958
2023-06-01 03:20:00+00:00,26813.34,26813.34,26752.81,26792.28,209.50106,5610083.8881396,4147,65.31767,1749352.056329
2023-06-01 03:25:00+00:00,26792.28,26797.51,26757.2,26762.61,143.20928,3834751.0340353,3345,83.79373,2243748.3022773
2023-06-01 03:30:00+00:00,26762.57,26838.89,26744.87,26836.97,202.7114,5428065.5499353,4394,100.44743,2690741.4664253
2023-06-01 03:35:00+00:00,26836.97,26836.98,26776.69,26786.82,199.77372,5352348.7153813,3111,70.49501,1888676.8799234
2023-06-01 03:40:00+00:00,26786.83,26798.96,26768.66,26781.11,218.1249,5842522.7016476,3148,92.17543,2469141.6810145
2023-06-01 03:45:00+00:00,26781.11,26784.41,26765.43,26779.99,139.24085,3728017.6025219,1964,37.78911,1011807.0839709
2023-06-01 03:50:00+00:00,26780.0,26790.42,26767.35,26786.57,157.12153,4207749.7086636,2140,73.20862,1960761.527449
2023-06-01 03:55:00+00:00,26786.57,26786.76,26761.03,26779.94,126.04704,3374852.8652571,2267,57.17056,1530695.0635983
2023-06-01 04:00:00+00:00,26779.93,26793.75,26764.08,26793.74,109.12703,2922030.3267309,2433,57.03121,1527138.1125708
2023-06-01 04:05:00+00:00,26793.74,26808.59,26791.63,26808.01,100.6162,2696398.5750009,2205,71.95199,1928222.6028561
2023-06-01 04:10:00+00:00,26808.01,26808.01,26788.67,26794.22,50.50562,1353219.104726,1361,21.08603,564917.4068422
2023-06-01 04:15:00+00:00,26794.23,26794.23,26777.48,26783.44,81.7967,2190788.0839443,1717,39.20387,1049996.344662
2023-06-01 04:20:00+00:00,26783.45,26783.45,26758.62,26760.0,111.60385,2987292.7825037,2246,43.07002,1152781.1285353
